order_id,customer_id,order_date,amount,status
101,5865,2025-06-29,117.01,pending
102,2210,2026-02-01,57.97,unknown
103,4971,2025-06-06,8.65,completed
104,7132,2025-02-05,334.33,pending
105,1289,2025-03-08,73.62,completed
106,4734,2025-04-03,44.4,completed
107,5069,2025-06-24,95.7,pending
108,5273,2025-12-25,99.43,pending
109,7612,2025-03-05,79.85,completed
110,5319,2025-10-14,153.48,completed
111,3180,2025-11-01,108.44,completed
112,2421,2025-04-09,149.8,completed
113,5762,2025-03-03,58.97,completed
114,1542,2025-09-19,137.23,completed
115,1350,2025-06-24,54.69,completed
116,6422,2025-11-16,71.57,completed
117,5326,2025-10-31,24.74,completed
118,1873,2026-01-31,,unknown
119,1461,2025-06-14,128.39,completed
120,1552,2025-05-29,88.72,completed
121,5028,2025-06-10,114.7,completed
122,1385,2025-01-11,225.47,completed
123,3374,2025-07-18,121.38,pending
124,6129,2025-07-07,20.99,completed
125,1941,2025-05-30,71.86,pending
126,9037,2025-03-10,59.0,completed
127,2759,2025-10-23,59.76,cancelled
128,5595,2025-05-29,44.08,pending
129,9147,2025-03-25,115.08,completed
130,1131,2025-07-25,195.82,cancelled
131,8029,2025-08-29,36.7,cancelled
132,5934,2025-06-15,58.7,completed
133,3634,2025-05-10,201.03,completed
134,5063,2026-01-26,136.54,completed
135,2520,2025-06-28,57.09,completed
136,6844,2026-01-17,14.73,completed
137,7936,2025-11-25,159.78,completed
138,2002,2026-01-26,213.68,completed
139,1764,2025-08-03,72.78,completed
140,6728,2025-09-28,30.74,completed
141,4885,2025-10-06,145.71,completed
142,8921,2025-09-06,114.09,pending
143,5830,2025-06-03,156.09,pending
144,2853,2025-07-30,89.46,completed
145,8536,2025-05-17,75.77,cancelled
146,9080,2025-02-27,42.26,completed
147,5585,2025-06-10,140.8,pending
148,6134,2025-04-21,134.89,cancelled
149,7308,2025-04-26,173.61,cancelled
150,8174,2025-10-21,120.13,completed
151,7908,2025-06-17,80.25,pending
152,2766,2025-02-13,91.46,completed
153,4236,2025-03-14,171.16,completed
154,4294,2025-11-21,286.69,completed
155,6903,2025-01-07,267.17,completed
156,8415,2025-04-22,113.78,completed
157,8676,2026-01-17,139.61,pending
158,8070,2025-11-16,48.22,completed
159,8392,2025-01-20,125.74,completed
160,6002,2025-11-28,100.38,completed
161,5552,2025-08-30,97.4,completed
162,7280,2025-05-29,36.88,completed
163,6117,2025-01-12,58.0,completed
164,5841,2026-01-05,17.81,completed
165,3132,2025-03-07,47.0,completed
166,4795,2025-10-14,83.33,completed
167,5784,2025-07-22,34.38,pending
168,3612,2025-07-23,222.68,completed
169,6622,2025-04-30,103.71,completed
170,5232,2025-09-16,127.66,pending
171,5474,2025-05-22,217.08,completed
172,5397,2025-01-25,224.31,completed
173,7925,2026-01-19,177.64,completed
174,5102,2025-06-23,211.6,completed
175,8797,2026-02-02,138.25,completed
176,1089,2025-11-16,123.4,completed
177,4841,2025-07-28,59.44,completed
178,9330,2025-05-24,166.89,completed
179,9304,2025-10-24,85.32,completed
180,9417,2025-06-30,32.26,pending
181,5390,2025-02-07,101.53,completed
182,7051,2026-02-10,201.62,completed
183,7335,2025-04-19,50.61,pending
184,2560,2025-09-26,237.54,completed
185,2660,2025-07-31,13.49,cancelled
186,8433,2025-04-28,168.55,cancelled
187,3170,2025-07-25,163.52,pending
188,3129,2025-08-19,57.77,completed
189,4993,2025-05-09,223.86,cancelled
190,1321,2025-09-21,224.38,completed
191,1368,2025-12-30,61.77,completed
192,2567,2025-11-22,161.96,completed
193,3312,2025-10-12,56.29,pending
194,7706,2025-11-23,116.39,cancelled
195,2264,2025-05-07,94.27,completed
196,8395,2025-02-10,55.76,completed
197,3458,2025-02-06,61.62,completed
198,9186,2025-12-14,36.46,completed
199,7984,2025-07-22,122.13,pending
200,7839,2025-09-08,406.72,unknown
201,4971,2025-10-09,126.82,pending
202,3602,2025-11-10,57.2,completed
203,3485,2026-02-10,370.46,pending
204,5706,2025-12-20,39.62,pending
205,8405,2026-01-13,41.49,completed
206,6951,2025-10-17,80.51,completed
207,5891,2026-01-19,101.89,completed
208,1471,2026-02-01,6.92,completed
209,6899,2025-06-25,49.8,completed
210,1727,2025-10-30,179.9,pending
211,2154,2026-02-03,89.95,completed
212,7069,2025-11-01,42.46,completed
213,5437,2025-04-02,208.22,completed
214,3905,2026-01-07,239.64,cancelled
215,6881,2025-08-11,43.42,completed
216,1787,2025-11-14,47.65,completed
217,7316,2025-06-12,26.64,completed
218,5267,2025-05-11,72.43,completed
219,5602,2025-10-19,90.6,completed
220,1777,2025-01-07,120.85,completed
221,3097,2025-03-31,46.19,unknown
222,6712,2025-07-21,136.99,pending
223,3296,2025-10-19,106.56,completed
224,1715,2025-06-06,155.09,completed
225,3404,2025-07-17,237.39,completed
226,9291,2025-06-26,133.75,completed
227,2880,2025-06-03,44.73,completed
228,7992,2025-03-04,18.19,completed
229,4208,2025-09-28,219.77,pending
230,2729,2025-05-14,125.98,completed
231,4234,2025-08-14,53.89,completed
232,2303,2025-10-30,119.06,completed
233,3140,2025-12-13,40.36,pending
234,7039,2025-05-18,160.33,completed
235,4854,2025-07-30,29.97,completed
236,2995,2025-12-09,,completed
237,5947,2026-01-29,38.01,completed
238,8372,2025-06-04,50.18,completed
239,7789,2025-08-06,47.92,unknown
240,7397,2025-07-27,85.28,completed
241,7634,2025-10-25,212.76,cancelled
242,7828,2025-01-14,86.94,pending
243,6545,2025-12-30,68.69,completed
244,4252,2025-10-09,161.09,completed
245,8926,2025-11-14,117.51,completed
246,7886,2025-01-17,70.7,completed
247,5345,2025-08-10,159.42,completed
248,8824,2025-06-03,90.33,completed
249,4714,2025-09-21,180.86,cancelled
250,8429,2025-08-02,142.8,completed
251,4161,2025-08-09,34.98,completed
252,3434,2025-02-18,148.05,completed
253,2608,2025-05-07,130.41,completed
254,2656,2025-07-29,208.54,completed
255,6857,2025-06-15,49.6,completed
256,1846,2025-09-08,137.35,unknown
257,4157,2026-02-03,55.48,completed
258,2862,2025-12-15,14.63,completed
259,6605,2025-11-02,224.31,completed
260,6162,2025-11-22,144.01,completed
261,8020,2025-10-26,34.6,cancelled
262,3624,2025-04-21,277.66,pending
263,3627,2025-04-11,69.48,completed
264,5038,2025-05-28,113.35,completed
265,4930,2025-12-24,136.7,completed
266,8624,2025-05-19,126.09,completed
267,4756,2025-06-22,44.59,completed
268,5977,2025-03-05,59.7,pending
269,8885,2026-01-15,309.97,completed
270,4626,2025-12-01,59.4,cancelled
271,4365,2025-06-02,28.17,completed
272,1806,2025-06-13,220.74,completed
273,7812,2025-01-17,56.07,completed
274,6461,2025-11-25,323.54,completed
275,7774,2025-11-24,53.51,completed
276,4624,2025-02-07,137.85,completed
277,4205,2025-10-09,121.03,completed
278,2237,2025-09-28,93.97,pending
279,8359,2025-10-07,136.81,completed
280,6167,2025-09-11,96.25,completed
281,5764,2025-06-28,125.21,completed
282,6147,2025-12-29,76.08,pending
283,9376,2025-06-25,81.81,completed
284,8947,2025-07-27,105.4,pending
285,5356,2025-11-27,24.39,completed
286,1196,2025-10-04,168.69,cancelled
287,6951,2025-05-19,135.94,completed
288,2158,2025-11-27,87.14,completed
289,2206,2026-01-18,334.99,completed
290,3789,2025-07-21,159.1,pending
291,4760,2025-01-18,77.35,completed
292,2388,2025-06-17,106.99,completed
293,3383,2026-01-23,43.35,completed
294,1725,2025-11-22,92.27,completed
295,7936,2025-06-13,119.45,completed
296,1692,2025-11-29,48.77,completed
297,2996,2025-07-15,87.12,completed
298,5867,2025-04-27,228.07,completed
299,6113,2025-05-21,89.29,completed
300,5263,2026-01-11,145.39,completed
301,5637,2025-11-26,162.36,completed
302,1927,2025-02-15,45.37,pending
303,7619,2025-11-04,121.38,cancelled
304,2684,2025-09-13,30.82,completed
305,8947,2025-07-15,208.18,completed
306,2601,2025-03-30,163.0,completed
307,6907,2025-06-04,69.25,unknown
308,5205,2025-07-17,138.18,cancelled
309,1185,2025-06-13,186.73,pending
310,5321,2025-10-08,82.45,completed
311,3579,2025-03-24,43.95,pending
312,6787,2025-06-16,53.26,completed
313,9467,2025-02-25,67.64,completed
314,6777,2025-11-29,145.25,cancelled
315,1576,2025-02-08,298.69,completed
316,8650,2025-04-07,30.67,completed
317,4287,2025-04-16,46.48,completed
318,4343,2025-06-05,122.15,completed
319,3474,2025-03-31,58.54,completed
320,2217,2025-06-17,137.56,completed
321,2521,2025-08-07,308.47,pending
322,6629,2025-08-16,120.27,completed
323,2019,2025-07-01,69.31,completed
324,9403,2025-08-28,48.89,completed
325,3102,2025-08-06,120.15,completed
326,3197,2025-05-28,141.69,cancelled
327,4046,2025-11-23,87.69,cancelled
328,6319,2025-08-16,75.87,completed
329,5057,2025-04-21,84.46,completed
330,3518,2025-10-03,92.85,completed
331,1048,2025-11-10,125.74,completed
332,3943,2025-04-02,120.08,completed
333,2841,2026-01-26,27.66,completed
334,4476,2025-05-29,118.72,completed
335,3391,2025-11-10,92.13,completed
336,2397,2025-03-30,33.36,pending
337,2983,2026-01-06,80.65,completed
338,3370,2025-02-22,175.87,completed
339,4249,2025-11-04,61.14,cancelled
340,6234,2025-12-03,30.43,completed
341,3510,2025-05-16,101.36,completed
342,7376,2025-11-17,53.74,completed
343,6287,2025-04-24,220.27,completed
344,6806,2025-05-18,119.63,pending
345,9370,2025-06-29,45.51,completed
346,8764,2025-11-16,53.05,cancelled
347,5884,2025-01-15,86.8,pending
348,5348,2025-11-21,101.02,completed
349,5494,2025-09-23,135.26,completed
350,6942,2026-02-09,67.57,completed
351,8505,2025-05-14,190.58,completed
352,3071,2025-04-22,38.72,completed
353,9149,2025-04-08,,pending
354,1319,2025-09-23,128.97,pending
355,5545,2025-08-25,62.05,completed
356,6253,2025-10-15,324.97,completed
357,5375,2025-01-01,86.97,completed
358,1173,2025-03-29,139.52,completed
359,9279,2025-12-28,133.83,completed
360,2097,2025-01-23,218.25,completed
361,2202,2025-02-01,53.22,completed
362,2040,2026-01-28,292.02,completed
363,1605,2025-03-18,49.19,completed
364,4380,2025-10-18,29.18,completed
365,6735,2025-01-22,120.49,completed
366,2336,2025-07-30,56.11,cancelled
367,5653,2025-08-13,125.23,pending
368,9086,2025-07-12,56.96,completed
369,9455,2025-11-20,103.52,completed
370,5831,2025-05-23,97.32,pending
371,8350,2025-06-13,40.78,cancelled
372,6079,2025-09-10,34.2,completed
373,9195,2025-08-06,68.86,pending
374,8737,2025-03-25,34.08,completed
375,5291,2025-08-03,199.36,completed
376,7527,2025-04-18,96.32,completed
377,7183,2025-05-11,237.15,cancelled
378,9292,2025-05-22,83.44,pending
379,8553,2025-11-29,247.65,completed
380,5103,2025-05-05,104.95,cancelled
381,4024,2025-06-27,88.6,completed
382,8415,2025-10-03,21.98,completed
383,5853,2025-08-15,17.7,completed
384,9236,2025-03-25,98.14,completed
385,4607,2025-01-02,169.12,completed
386,6284,2025-02-25,141.93,completed
387,3240,2025-05-26,28.61,completed
388,9141,2025-03-28,31.81,completed
389,9171,2025-04-02,160.21,unknown
390,7625,2025-10-06,62.34,cancelled
391,2299,2025-07-01,202.59,pending
392,2168,2025-08-23,66.2,completed
393,2829,2025-12-17,18.6,completed
394,7996,2026-02-01,51.52,completed
395,8374,2025-10-16,85.06,cancelled
396,8902,2025-10-06,97.35,completed
397,7042,2026-01-27,28.92,pending
398,7197,2025-04-10,84.13,pending
399,3504,2026-01-02,29.09,pending
400,3568,2025-02-06,,completed
401,3011,2025-08-27,79.64,completed
402,4124,2025-09-01,28.09,completed
403,5874,2025-01-07,71.48,pending
404,5283,2025-04-13,79.68,completed
405,7560,2025-06-23,59.48,completed
406,3406,2026-02-02,112.16,completed
407,5721,2025-03-04,114.97,completed
408,3283,2025-09-21,24.15,completed
409,3429,2025-02-24,161.52,completed
410,8704,2025-01-10,161.03,completed
411,2500,2025-04-11,74.18,completed
412,6874,2025-11-24,109.63,pending
413,7207,2025-04-06,39.48,unknown
414,1091,2025-06-12,71.34,cancelled
415,9119,2025-01-27,152.97,completed
416,4062,2025-12-23,201.2,pending
417,1461,2025-11-23,180.86,completed
418,5166,2025-12-19,402.22,completed
419,6047,2025-07-26,221.57,pending
420,7157,2025-12-11,43.15,completed
421,7705,2025-02-25,92.8,completed
422,2897,2025-12-30,77.17,completed
423,6064,2025-06-24,36.45,completed
424,7656,2025-12-14,39.1,completed
425,1962,2026-02-10,59.37,completed
426,2046,2025-10-27,144.09,pending
427,1095,2025-01-03,87.42,pending
428,6582,2025-10-18,47.76,pending
429,8205,2025-02-11,130.3,completed
430,2857,2025-06-30,,completed
431,3880,2025-01-17,137.04,completed
432,5180,2025-01-08,170.92,pending
433,2956,2025-12-25,87.35,completed
434,2822,2025-10-09,143.91,completed
435,7653,2025-05-10,39.89,completed
436,7107,2025-09-11,109.38,pending
437,2545,2026-02-02,110.98,completed
438,2358,2025-03-11,47.89,completed
439,4450,2025-03-15,52.12,cancelled
440,2697,2025-03-12,93.78,completed
441,3570,2025-11-22,250.24,pending
442,1437,2025-09-09,59.43,completed
443,1904,2026-01-22,13.02,completed
444,8612,2025-01-24,35.89,pending
445,9182,2025-08-28,188.16,completed
446,5946,2026-01-08,84.87,completed
447,1800,2025-06-23,37.52,completed
448,2704,2025-08-12,131.33,completed
449,7780,2025-12-15,43.48,pending
450,7274,2025-05-17,32.17,completed
451,8605,2025-01-30,144.63,cancelled
452,3764,2025-12-05,142.84,completed
453,7936,2025-02-19,99.21,pending
454,3586,2025-01-14,127.66,completed
455,6181,2025-02-22,65.53,completed
456,8195,2025-02-09,198.53,completed
457,2739,2026-01-26,47.39,cancelled
458,6888,2025-06-04,218.61,completed
459,3219,2025-11-15,44.33,completed
460,1235,2025-08-26,168.28,pending
461,3419,2025-01-17,,completed
462,2297,2025-02-04,139.79,completed
463,8954,2025-02-01,123.88,unknown
464,7822,2025-08-29,123.58,completed
465,9431,2025-11-20,47.1,completed
466,5631,2025-07-13,61.31,completed
467,3128,2025-08-09,49.87,completed
468,8477,2025-01-23,19.6,completed
469,8818,2025-01-05,28.35,completed
470,2818,2025-06-07,118.7,completed
471,9056,2025-09-01,50.08,cancelled
472,3426,2025-12-29,91.32,pending
473,5236,2025-05-16,111.72,completed
474,1121,2025-04-14,47.14,completed
475,5280,2025-09-23,22.93,pending
476,3285,2026-01-03,102.12,completed
477,8436,2025-08-15,143.45,pending
478,2170,2025-03-06,31.46,completed
479,8613,2025-11-12,162.17,completed
480,7396,2025-04-28,82.97,completed
481,2394,2025-08-23,42.0,pending
482,6732,2025-10-12,62.68,pending
483,2363,2025-06-19,24.3,completed
484,1733,2025-06-30,46.98,completed
485,9216,2025-09-02,294.15,completed
486,9039,2025-09-16,47.27,completed
487,6068,2026-01-25,78.74,cancelled
488,4883,2025-09-22,142.79,completed
489,6880,2025-08-16,47.08,completed
490,9248,2025-03-17,69.35,completed
491,5426,2025-01-06,56.49,completed
492,2969,2025-07-27,133.75,completed
493,5548,2025-11-07,43.58,cancelled
494,9415,2025-11-02,75.17,completed
495,9288,2025-06-01,136.34,completed
496,6599,2025-01-07,58.13,completed
497,2933,2025-03-18,145.33,unknown
498,8889,2025-09-28,86.91,completed
499,7356,2025-04-06,148.71,completed
500,7304,2025-04-07,122.41,completed
501,4056,2025-01-09,95.11,cancelled
502,7717,2025-02-02,74.36,completed
503,9463,2025-07-12,82.58,completed
504,1932,2025-04-08,140.57,pending
505,5209,2025-03-29,110.53,pending
506,6580,2025-07-10,52.81,completed
507,3714,2025-03-07,97.39,completed
508,2739,2025-06-08,345.83,pending
509,9079,2025-03-06,74.86,completed
510,3247,2025-07-31,44.97,completed
511,4776,2026-01-08,106.33,completed
512,5929,2026-01-03,40.4,completed
513,7640,2025-12-23,107.93,completed
514,8092,2025-08-11,243.08,completed
515,7993,2025-05-11,87.88,completed
516,9219,2025-12-14,94.84,completed
517,4837,2025-08-13,156.7,cancelled
518,4137,2025-12-28,58.04,completed
519,2435,2025-07-03,126.58,completed
520,3973,2025-02-11,58.92,pending
521,2578,2025-04-30,83.87,completed
522,1983,2026-01-17,82.86,completed
523,5871,2025-12-18,127.76,completed
524,3810,2025-02-16,480.5,completed
525,8372,2025-08-04,21.11,pending
526,6177,2026-02-01,98.54,completed
527,5768,2025-05-14,58.91,pending
528,5279,2025-06-08,100.02,completed
529,8204,2025-08-21,102.37,completed
530,6478,2025-10-03,71.72,completed
531,6857,2025-07-17,38.44,pending
532,7845,2025-12-16,157.22,completed
533,5375,2025-01-19,202.39,completed
534,6613,2025-12-17,238.92,pending
535,8638,2025-09-28,76.17,completed
536,3076,2025-12-13,19.85,cancelled
537,4397,2025-10-21,142.66,completed
538,4929,2025-05-15,99.67,pending
539,8729,2025-03-07,82.83,completed
540,9149,2025-06-03,27.04,pending
541,5767,2025-03-18,99.34,completed
542,5800,2025-03-16,38.21,completed
543,3559,2026-02-09,104.78,completed
544,4925,2025-09-15,109.8,completed
545,6240,2025-11-07,61.12,completed
546,4738,2025-12-01,258.74,completed
547,7963,2025-11-20,150.18,completed
548,7676,2026-01-04,45.08,completed
549,8825,2025-07-16,42.82,completed
550,2511,2025-06-09,75.06,unknown
551,1728,2025-03-05,107.33,completed
552,7068,2025-04-12,133.53,completed
553,2295,2025-10-04,15.07,completed
554,3933,2026-01-07,57.8,completed
555,5108,2025-06-28,151.19,completed
556,8642,2025-09-23,139.24,pending
557,7011,2025-06-16,79.14,unknown
558,5929,2025-03-19,161.42,pending
559,8362,2025-05-07,94.36,completed
560,3362,2025-01-29,38.07,completed
561,2945,2025-08-06,52.44,pending
562,4162,2025-03-02,58.12,completed
563,6351,2025-07-17,62.49,completed
564,5577,2025-06-20,89.1,completed
565,2630,2025-01-09,203.79,completed
566,2362,2025-01-02,66.46,completed
567,7022,2025-01-31,17.19,completed
568,5371,2025-10-22,81.69,completed
569,2120,2025-03-25,220.5,completed
570,6299,2026-01-12,22.28,completed
571,8258,2025-06-28,25.86,completed
572,9342,2025-12-28,92.58,completed
573,6824,2025-01-07,182.93,completed
574,5295,2025-12-12,47.73,completed
575,9270,2025-11-10,82.24,completed
576,8330,2025-12-04,54.12,completed
577,1064,2026-01-05,72.65,unknown
578,8215,2025-05-20,157.46,completed
579,9050,2025-07-30,48.61,cancelled
580,2516,2025-02-08,208.45,cancelled
581,4052,2025-11-17,6.33,cancelled
582,8132,2025-06-30,54.97,completed
583,7746,2025-03-31,20.26,completed
584,8885,2025-09-11,126.82,completed
585,4706,2025-06-17,71.45,completed
586,4335,2025-01-05,226.74,unknown
587,3153,2025-12-31,82.09,completed
588,1310,2025-03-20,38.11,completed
589,1106,2025-12-29,102.84,pending
590,5196,2025-01-25,68.28,completed
591,6462,2025-09-02,84.32,cancelled
592,4191,2026-01-20,62.57,pending
593,2496,2025-02-25,27.93,pending
594,7997,2025-08-16,50.58,cancelled
595,3688,2025-07-12,476.4,completed
596,5326,2025-08-20,150.16,pending
597,1528,2025-09-07,82.46,completed
598,2036,2025-09-23,83.56,completed
599,4704,2025-04-13,76.26,completed
600,6331,2025-08-13,43.75,completed
601,9270,2025-03-03,171.7,completed
602,9103,2025-02-06,107.5,completed
603,3221,2025-12-17,202.27,cancelled
604,7910,2025-06-17,151.62,completed
605,3320,2025-09-09,54.81,completed
606,1501,2025-05-24,208.67,completed
607,1806,2025-03-17,124.95,completed
608,2239,2025-09-16,98.26,cancelled
609,6409,2026-01-21,275.67,completed
610,5070,2025-01-20,258.6,cancelled
611,3605,2025-01-06,39.79,unknown
612,7181,2025-11-25,48.61,completed
613,7237,2025-04-29,70.99,completed
614,5484,2025-12-26,93.27,completed
615,1456,2025-02-01,151.92,pending
616,4067,2025-07-17,98.24,completed
617,7929,2025-05-31,20.22,completed
618,1186,2025-02-21,36.81,completed
619,2364,2025-05-31,130.47,cancelled
620,5872,2025-12-17,108.84,cancelled
621,6327,2025-08-20,142.54,completed
622,4098,2025-01-01,40.66,completed
623,7032,2025-11-14,233.01,unknown
624,8376,2026-01-29,9.47,completed
625,2281,2025-03-05,58.88,pending
626,1115,2025-10-18,84.12,completed
627,2598,2025-10-09,203.56,completed
628,2031,2025-05-03,66.81,cancelled
629,5883,2025-07-16,119.5,completed
630,2502,2025-02-16,138.13,completed
631,5644,2025-12-03,26.89,completed
632,2020,2025-10-28,168.39,completed
633,2461,2025-04-03,16.53,pending
634,6940,2025-07-15,22.95,completed
635,7324,2025-10-09,6.94,cancelled
636,8185,2026-01-02,27.66,completed
637,2175,2025-08-27,120.28,completed
638,2702,2025-07-10,151.24,completed
639,5989,2026-02-03,48.05,completed
640,4693,2025-08-24,71.83,completed
641,1292,2025-08-23,65.67,pending
642,8853,2025-09-03,68.43,completed
643,4062,2025-03-05,53.23,completed
644,7092,2025-08-19,33.63,completed
645,6502,2025-11-08,48.8,completed
646,8284,2025-04-16,123.23,completed
647,3472,2025-08-26,116.53,cancelled
648,7871,2026-01-04,69.73,cancelled
649,9318,2025-02-20,146.06,completed
650,8223,2025-02-12,174.78,completed
651,8305,2025-05-07,180.08,cancelled
652,4195,2025-02-10,186.74,completed
653,8829,2025-05-08,57.29,completed
654,7748,2025-02-27,43.94,completed
655,5982,2026-02-04,35.3,completed
656,8320,2025-10-09,202.67,completed
657,2194,2026-02-07,166.1,pending
658,8314,2025-01-02,67.06,completed
659,6179,2025-12-08,48.51,completed
660,3279,2025-07-22,30.96,cancelled
661,2551,2025-05-24,39.54,cancelled
662,4023,2025-02-05,136.73,completed
663,5736,2025-06-13,104.94,completed
664,1979,2025-05-30,96.73,completed
665,3236,2025-09-23,262.83,cancelled
666,7410,2025-09-08,57.54,completed
667,7661,2025-07-16,145.78,pending
668,2148,2025-04-04,72.3,cancelled
669,1555,2025-12-26,116.41,completed
670,7375,2025-02-06,44.51,completed
671,4698,2025-05-28,,pending
672,3105,2025-04-05,132.17,completed
673,7502,2025-07-24,60.3,pending
674,4751,2025-10-12,52.36,completed
675,9038,2025-07-15,159.27,completed
676,5080,2026-02-09,29.81,completed
677,4457,2025-07-29,7.34,completed
678,4006,2026-01-05,42.46,pending
679,4973,2025-05-01,46.3,completed
680,1804,2025-09-15,206.23,unknown
681,7310,2025-06-24,45.27,cancelled
682,8071,2025-09-16,73.36,pending
683,7425,2025-10-04,44.05,completed
684,2833,2025-12-16,182.89,completed
685,9137,2025-06-08,101.75,completed
686,2211,2025-08-05,78.89,completed
687,1910,2025-09-03,32.74,completed
688,4706,2025-06-19,62.48,completed
689,7239,2025-06-15,119.29,pending
690,5734,2025-01-24,189.95,pending
691,8776,2026-01-27,68.76,pending
692,3284,2025-08-24,60.21,completed
693,6717,2025-04-12,32.19,completed
694,6037,2026-01-18,134.15,completed
695,7119,2025-06-21,230.12,completed
696,4448,2025-03-25,24.41,completed
697,8455,2025-02-09,46.4,completed
698,6578,2025-02-24,114.89,completed
699,8426,2025-06-26,149.55,completed
700,6619,2025-09-29,137.28,completed
701,1745,2025-05-05,259.61,completed
702,3624,2025-07-31,98.91,completed
703,8341,2025-06-20,42.54,completed
704,2108,2025-01-19,58.25,completed
705,5500,2025-01-03,94.03,pending
706,5693,2025-06-21,38.88,completed
707,7876,2025-05-07,275.38,completed
708,3272,2025-01-13,45.87,completed
709,4697,2025-03-31,60.19,pending
710,3202,2025-08-31,63.17,completed
711,8884,2025-03-16,91.55,completed
712,6417,2025-01-08,42.55,cancelled
713,5252,2025-10-13,93.2,completed
714,5973,2025-08-17,78.34,cancelled
715,7477,2026-01-16,84.79,completed
716,1385,2025-12-18,107.36,completed
717,6612,2025-11-09,99.32,completed
718,1513,2026-01-02,291.92,pending
719,1581,2026-01-23,125.78,pending
720,6943,2025-05-29,171.7,completed
721,7757,2025-08-25,51.79,completed
722,8216,2026-01-24,80.45,pending
723,5939,2025-07-22,65.48,completed
724,9413,2025-05-17,304.59,completed
725,8148,2026-01-02,158.51,completed
726,1966,2025-08-24,,completed
727,3554,2025-07-01,30.66,cancelled
728,6193,2025-01-20,88.2,cancelled
