customer_id,customer_tier,country,is_active
1237,silver,US,1
1238,silver,IN,1
1239,bronze,DE,1
1240,gold,UK,1
1241,silver,DE,1
1242,silver,US,1
1243,silver,CA,0
1244,bronze,AU,1
1245,silver,AU,1
1246,platinum,AU,1
1247,gold,CA,1
1248,gold,AU,0
1249,silver,DE,1
1250,bronze,CA,1
1251,platinum,UK,1
1252,gold,CA,1
1253,bronze,AU,1
1254,bronze,CA,1
1255,silver,US,1
1256,bronze,CA,1
1257,silver,DE,1
1258,silver,IN,1
1259,bronze,CA,1
1260,bronze,AU,1
1261,bronze,AU,1
1262,bronze,AU,1
1263,gold,CA,1
1264,bronze,CA,1
1265,silver,AU,1
1266,bronze,IN,1
1267,bronze,AU,1
1268,bronze,AU,1
1269,bronze,US,1
1270,bronze,DE,1
1271,silver,DE,1
1272,silver,CA,1
1273,bronze,US,1
1274,bronze,IN,1
1275,silver,US,1
1276,silver,IN,1
1277,bronze,AU,1
1278,silver,CA,0
1279,silver,CA,1
1280,bronze,AU,1
1281,silver,US,1
1282,bronze,IN,1
1283,bronze,AU,1
1284,bronze,UK,1
1285,bronze,IN,1
1286,bronze,CA,1
1287,gold,CA,1
1288,bronze,UK,1
1289,platinum,DE,1
1290,bronze,AU,1
1291,bronze,US,1
1292,silver,CA,1
1293,gold,CA,1
1294,gold,UK,1
1295,silver,IN,1
1296,silver,AU,0
1297,bronze,IN,1
1298,bronze,UK,1
1299,silver,CA,1
1300,platinum,IN,1
1301,bronze,US,1
1302,bronze,CA,1
1303,gold,US,1
1304,silver,CA,1
1305,bronze,AU,1
1306,bronze,UK,1
1307,bronze,US,1
1308,bronze,CA,1
1309,silver,US,1
1310,bronze,IN,1
1311,gold,CA,1
1312,platinum,AU,1
1313,bronze,AU,1
1314,gold,IN,1
1315,silver,DE,0
1316,bronze,CA,1
1317,silver,AU,1
1318,silver,UK,1
1319,silver,US,1
1320,gold,AU,1
1321,silver,CA,1
1322,bronze,UK,1
1323,bronze,CA,1
1324,bronze,AU,1
1325,bronze,CA,1
1326,bronze,IN,1
1327,gold,CA,0
1328,bronze,CA,1
1329,silver,DE,1
1330,gold,UK,1
1331,bronze,DE,1
1332,silver,US,1
1333,silver,CA,1
1334,bronze,CA,1
1335,bronze,CA,1
1336,bronze,US,1
1337,silver,AU,1
1338,silver,CA,1
1339,gold,US,1
1340,silver,UK,1
1341,bronze,UK,1
1342,silver,UK,1
1343,bronze,CA,1
1344,bronze,IN,1
1345,silver,CA,1
1346,silver,US,1
1347,bronze,AU,1
1348,gold,CA,1
1349,gold,AU,1
1350,bronze,CA,1
1351,bronze,UK,1
1352,silver,CA,1
1353,bronze,AU,1
1354,silver,AU,1
1355,silver,AU,1
1356,bronze,AU,1
1357,bronze,AU,1
1358,bronze,US,1
1359,bronze,DE,1
1360,silver,IN,1
1361,bronze,US,1
1362,bronze,AU,1
1363,silver,IN,1
1364,bronze,CA,1
1365,gold,UK,1
1366,bronze,AU,1
1367,bronze,US,1
1368,silver,UK,1
1369,bronze,IN,1
1370,bronze,AU,1
1371,silver,IN,1
1372,gold,US,1
1373,bronze,US,1
1374,silver,CA,1
1375,silver,US,1
1376,silver,CA,1
1377,silver,AU,1
1378,bronze,AU,1
1379,bronze,DE,1
1380,silver,US,1
1381,bronze,AU,1
1382,bronze,DE,1
1383,silver,IN,1
1384,bronze,DE,1
1385,bronze,DE,1
1386,gold,AU,0
1387,bronze,IN,1
1388,gold,US,1
1389,bronze,US,1
1390,bronze,CA,1
1391,bronze,DE,1
1392,silver,DE,1
1393,bronze,US,0
1394,gold,US,1
1395,silver,CA,1
1396,silver,DE,1
1397,silver,IN,1
1398,bronze,DE,1
1399,bronze,CA,1
1400,gold,AU,1
1401,bronze,DE,1
1402,platinum,US,1
1403,platinum,AU,1
1404,platinum,UK,1
1405,gold,DE,1
1406,gold,IN,1
1407,platinum,IN,1
1408,silver,CA,1
1409,bronze,IN,1
1410,platinum,DE,1
1411,silver,US,1
1412,gold,DE,1
1413,gold,UK,0
1414,platinum,UK,0
1415,bronze,AU,1
1416,silver,CA,1
1417,bronze,IN,1
1418,silver,CA,1
1419,silver,UK,1
1420,silver,CA,1
1421,silver,US,1
1422,silver,IN,1
1423,gold,CA,1
1424,bronze,UK,1
1425,gold,CA,1
1426,silver,US,1
1427,bronze,UK,1
1428,bronze,AU,1
1429,gold,AU,1
1430,bronze,AU,1
1431,bronze,US,1
1432,bronze,US,1
1433,silver,UK,1
1434,silver,CA,0
1435,platinum,AU,1
1436,gold,AU,1
1437,gold,UK,1
1438,bronze,IN,1
1439,bronze,UK,1
1440,silver,DE,1
1441,platinum,CA,1
1442,bronze,AU,1
1443,platinum,UK,1
1444,bronze,AU,1
1445,platinum,IN,1
1446,bronze,IN,1
1447,gold,AU,1
1448,bronze,IN,1
1449,bronze,CA,1
1450,bronze,DE,1
1451,bronze,US,1
1452,silver,DE,1
1453,gold,CA,1
1454,silver,CA,1
1455,silver,DE,1
1456,silver,UK,1
1457,silver,IN,1
1458,silver,US,1
1459,gold,AU,0
1460,bronze,IN,1
1461,bronze,AU,1
1462,silver,US,1
1463,bronze,US,1
1464,gold,CA,1
1465,gold,US,1
1466,bronze,US,0
1467,gold,IN,1
1468,bronze,DE,1
1469,bronze,CA,1
1470,silver,UK,1
1471,silver,US,1
1472,bronze,CA,1
1473,silver,IN,1
1474,silver,IN,0
1475,bronze,AU,1
1476,gold,US,1
1477,bronze,US,1
1478,gold,CA,1
1479,bronze,IN,0
1480,silver,US,1
1481,silver,US,1
1482,silver,DE,1
1483,silver,UK,1
1484,gold,UK,1
1485,silver,US,1
1486,platinum,UK,1
1487,silver,AU,1
1488,gold,US,1
1489,bronze,UK,1
1490,bronze,IN,1
1491,bronze,US,0
1492,silver,DE,0
1493,bronze,CA,1
1494,gold,US,1
1495,silver,US,1
1496,platinum,AU,1
1497,platinum,UK,0
1498,silver,US,0
1499,bronze,US,1
1500,gold,AU,1
1501,bronze,US,1
1502,silver,IN,1
1503,platinum,AU,1
1504,gold,UK,1
1505,bronze,IN,1
1506,bronze,UK,1
1507,silver,DE,1
1508,gold,US,1
1509,gold,US,0
1510,bronze,IN,1
1511,bronze,UK,1
1512,bronze,AU,1
1513,bronze,AU,1
1514,bronze,DE,1
1515,gold,CA,0
1516,gold,US,1
1517,silver,UK,1
1518,silver,US,1
1519,bronze,CA,1
1520,bronze,US,0
1521,bronze,IN,1
1522,platinum,UK,1
1523,bronze,DE,0
1524,gold,UK,1
1525,gold,CA,1
1526,bronze,IN,1
1527,silver,US,1
1528,gold,IN,1
1529,bronze,CA,1
1530,silver,US,1
1531,gold,IN,1
1532,platinum,IN,1
1533,bronze,US,1
1534,bronze,IN,1
1535,silver,CA,1
1536,bronze,UK,1
1537,gold,AU,1
1538,gold,DE,1
1539,silver,AU,1
1540,gold,CA,1
1541,gold,DE,1
1542,gold,DE,1
1543,bronze,AU,1
1544,silver,CA,1
1545,bronze,AU,1
1546,bronze,IN,1
1547,gold,DE,1
1548,bronze,UK,1
1549,gold,DE,1
1550,gold,AU,1
1551,bronze,DE,1
1552,bronze,DE,1
1553,bronze,IN,1
1554,bronze,AU,0
1555,bronze,US,1
1556,gold,US,1
1557,bronze,CA,1
1558,bronze,AU,0
1559,gold,AU,1
1560,platinum,IN,1
1561,bronze,CA,1
1562,bronze,IN,0
1563,gold,CA,1
1564,gold,AU,0
1565,silver,DE,1
1566,gold,AU,1
1567,bronze,CA,1
1568,silver,CA,1
1569,bronze,IN,0
1570,bronze,IN,0
1571,silver,AU,1
1572,gold,CA,1
1573,silver,CA,1
1574,bronze,IN,1
1575,bronze,US,1
1576,bronze,AU,1
1577,bronze,DE,1
1578,gold,CA,1
1579,bronze,DE,1
1580,silver,DE,1
1581,bronze,AU,1
1582,silver,IN,1
1583,bronze,AU,1
1584,bronze,IN,1
1585,silver,US,1
1586,platinum,AU,1
1587,bronze,AU,1
1588,silver,UK,1
1589,gold,UK,1
1590,bronze,UK,1
1591,gold,CA,1
1592,bronze,AU,0
1593,bronze,US,1
1594,bronze,AU,1
1595,silver,UK,1
1596,gold,US,1
1597,bronze,AU,1
1598,silver,US,1
1599,platinum,DE,1
1600,platinum,DE,1
1601,silver,DE,1
1602,silver,DE,1
1603,silver,AU,1
1604,silver,US,1
1605,bronze,CA,1
1606,bronze,DE,0
1607,silver,CA,1
1608,gold,IN,1
1609,bronze,IN,0
1610,bronze,UK,1
1611,bronze,DE,1
1612,bronze,US,1
1613,bronze,DE,1
1614,platinum,IN,1
1615,bronze,US,1
1616,gold,IN,1
1617,platinum,UK,1
1618,silver,DE,1
1619,silver,DE,1
1620,gold,DE,0
1621,bronze,IN,1
1622,gold,US,1
1623,silver,CA,1
1624,platinum,CA,1
1625,bronze,IN,0
1626,gold,US,1
1627,bronze,UK,1
1628,silver,UK,1
1629,gold,US,1
1630,bronze,DE,1
1631,bronze,US,1
1632,gold,CA,1
1633,bronze,AU,1
1634,gold,UK,1
1635,platinum,CA,1
1636,silver,US,1
1637,gold,US,1
1638,bronze,UK,1
1639,gold,US,1
1640,silver,US,1
1641,bronze,AU,1
1642,silver,CA,0
1643,gold,DE,1
1644,platinum,AU,1
1645,bronze,IN,1
1646,platinum,US,1
1647,silver,AU,1
1648,bronze,UK,0
1649,bronze,IN,1
1650,silver,US,1
1651,platinum,CA,1
1652,gold,UK,1
1653,bronze,DE,1
1654,silver,CA,1
1655,bronze,IN,1
1656,bronze,UK,1
1657,platinum,UK,1
1658,bronze,AU,1
1659,bronze,CA,1
1660,gold,AU,1
1661,bronze,IN,1
1662,gold,UK,1
1663,silver,IN,1
1664,platinum,US,1
1665,gold,CA,0
1666,silver,DE,1
1667,silver,AU,1
1668,silver,CA,1
1669,silver,CA,1
1670,platinum,IN,1
1671,silver,AU,1
1672,platinum,UK,1
1673,silver,DE,1
1674,gold,US,1
1675,silver,UK,1
1676,silver,US,1
1677,bronze,AU,1
1678,platinum,DE,1
1679,bronze,UK,1
1680,bronze,CA,1
1681,gold,CA,1
1682,silver,IN,1
1683,silver,IN,1
1684,silver,AU,1
1685,silver,US,1
1686,bronze,DE,1
1687,silver,CA,1
1688,silver,CA,0
1689,silver,IN,1
1690,bronze,IN,1
1691,silver,IN,1
1692,bronze,IN,1
1693,bronze,IN,1
1694,platinum,AU,1
1695,bronze,US,1
1696,bronze,DE,1
1697,silver,AU,1
1698,silver,CA,1
1699,bronze,US,1
1700,bronze,DE,1
1701,bronze,US,1
1702,silver,UK,1
1703,silver,DE,1
1704,bronze,AU,1
1705,bronze,CA,1
1706,silver,AU,1
1707,bronze,DE,1
1708,platinum,CA,1
1709,silver,UK,1
1710,bronze,DE,1
1711,silver,US,1
1712,silver,AU,1
1713,bronze,AU,1
1714,bronze,UK,1
1715,gold,AU,1
1716,silver,IN,1
1717,silver,AU,1
1718,bronze,UK,0
1719,bronze,CA,1
1720,bronze,US,1
1721,silver,AU,1
1722,bronze,CA,1
1723,gold,AU,1
1724,silver,DE,1
1725,gold,UK,1
1726,gold,IN,1
1727,bronze,CA,1
1728,silver,IN,1
1729,silver,UK,1
1730,bronze,US,1
1731,silver,DE,1
1732,silver,UK,1
1733,silver,US,1
1734,platinum,CA,1
1735,bronze,UK,0
1736,bronze,DE,1
1737,silver,AU,1
1738,bronze,UK,1
1739,gold,US,0
1740,platinum,US,1
1741,bronze,UK,1
1742,silver,US,1
1743,bronze,UK,1
1744,bronze,CA,0
1745,bronze,IN,1
1746,gold,UK,1
1747,bronze,US,1
1748,gold,UK,0
1749,bronze,CA,1
1750,silver,DE,1
1751,bronze,IN,1
1752,silver,CA,1
1753,platinum,AU,1
1754,gold,CA,1
1755,bronze,UK,1
1756,bronze,DE,1
1757,bronze,US,1
1758,bronze,US,1
1759,bronze,CA,1
1760,silver,CA,1
1761,gold,UK,1
1762,bronze,CA,1
1763,platinum,CA,1
1764,gold,IN,1
1765,silver,US,0
1766,gold,US,1
1767,bronze,UK,1
1768,silver,IN,1
1769,bronze,UK,1
1770,bronze,US,1
1771,bronze,DE,1
1772,gold,US,1
1773,gold,IN,1
1774,gold,US,1
1775,silver,IN,1
1776,bronze,DE,0
1777,bronze,AU,1
1778,silver,DE,1
1779,bronze,DE,1
1780,silver,CA,1
1781,bronze,IN,1
1782,bronze,IN,1
1783,silver,UK,1
1784,bronze,US,1
1785,bronze,UK,1
1786,gold,AU,1
1787,gold,IN,1
1788,gold,US,1
1789,gold,UK,1
1790,bronze,UK,1
1791,platinum,CA,1
1792,bronze,IN,1
1793,bronze,DE,1
1794,bronze,IN,1
1795,bronze,US,1
1796,silver,DE,1
1797,gold,IN,1
1798,silver,UK,1
1799,silver,IN,1
1800,bronze,UK,1
1801,bronze,DE,1
1802,bronze,IN,1
1803,silver,IN,1
1804,bronze,CA,1
1805,bronze,IN,1
1806,silver,AU,1
1807,platinum,CA,1
1808,silver,IN,1
1809,silver,AU,1
1810,bronze,AU,1
1811,platinum,UK,1
1812,bronze,AU,1
1813,silver,CA,1
1814,bronze,US,1
1815,bronze,US,1
1816,silver,IN,0
1817,bronze,US,1
1818,bronze,UK,1
1819,silver,IN,0
1820,gold,IN,1
1821,silver,IN,0
1822,bronze,CA,1
1823,platinum,DE,1
1824,silver,US,1
1825,bronze,CA,1
1826,bronze,CA,1
1827,silver,UK,1
1828,bronze,DE,1
1829,gold,CA,1
1830,bronze,DE,1
1831,bronze,CA,1
1832,bronze,UK,1
1833,bronze,IN,1
1834,silver,DE,0
1835,gold,DE,1
1836,bronze,AU,0
1837,gold,DE,1
1838,gold,DE,1
1839,bronze,IN,1
1840,bronze,DE,1
1841,silver,AU,0
1842,bronze,DE,1
1843,silver,DE,1
1844,silver,DE,1
1845,bronze,CA,1
1846,bronze,IN,1
1847,silver,US,1
1848,silver,AU,1
1849,silver,CA,1
1850,bronze,UK,1
1851,gold,CA,1
1852,gold,DE,1
1853,bronze,CA,0
1854,gold,UK,0
1855,gold,DE,1
1856,silver,UK,1
1857,bronze,DE,1
1858,gold,UK,1
1859,bronze,IN,1
1860,silver,IN,1
1861,bronze,IN,1
1862,bronze,IN,1
1863,gold,IN,1
1864,bronze,DE,1
1865,bronze,US,1
1866,silver,US,1
1867,silver,AU,0
1868,silver,DE,1
1869,silver,CA,0
1870,bronze,IN,1
1871,silver,CA,1
1872,gold,US,1
1873,platinum,UK,1
1874,silver,DE,1
1875,silver,US,1
1876,bronze,US,1
1877,silver,DE,1
1878,bronze,IN,1
1879,gold,US,1
1880,silver,DE,0
1881,gold,IN,1
1882,gold,IN,1
1883,silver,UK,1
1884,silver,UK,1
1885,gold,IN,1
1886,silver,UK,1
1887,silver,UK,1
1888,silver,AU,0
1889,bronze,IN,1
1890,silver,DE,1
1891,bronze,AU,1
1892,bronze,DE,0
1893,gold,AU,0
1894,bronze,US,1
1895,silver,DE,1
1896,bronze,UK,1
1897,silver,AU,1
1898,bronze,US,0
1899,platinum,UK,1
1900,bronze,IN,1
1901,gold,DE,1
1902,silver,US,1
1903,silver,DE,1
1904,silver,CA,1
1905,bronze,AU,1
1906,gold,DE,1
1907,platinum,IN,1
1908,silver,DE,1
1909,gold,AU,1
1910,silver,DE,1
1911,silver,CA,1
1912,bronze,UK,1
1913,bronze,DE,1
1914,gold,US,1
1915,bronze,UK,1
1916,gold,CA,0
1917,bronze,UK,1
1918,platinum,US,1
1919,bronze,IN,1
1920,silver,IN,0
1921,bronze,CA,1
1922,gold,IN,1
1923,bronze,AU,1
1924,bronze,IN,1
1925,gold,CA,1
1926,bronze,AU,1
1927,silver,DE,1
1928,silver,DE,1
1929,platinum,IN,1
1930,silver,AU,1
1931,bronze,US,1
1932,bronze,CA,1
1933,silver,DE,1
1934,bronze,UK,1
1935,bronze,CA,1
1936,gold,DE,1
1937,gold,CA,1
1938,silver,AU,1
1939,silver,DE,1
1940,platinum,AU,1
1941,silver,US,0
1942,bronze,UK,1
1943,silver,UK,1
1944,bronze,IN,1
1945,silver,AU,1
1946,silver,UK,1
1947,gold,CA,1
1948,gold,IN,0
1949,silver,IN,1
1950,silver,DE,1
1951,gold,DE,1
1952,platinum,AU,0
1953,gold,CA,1
1954,gold,AU,1
1955,gold,AU,1
1956,bronze,CA,0
1957,gold,IN,1
1958,bronze,IN,1
1959,bronze,IN,1
1960,bronze,DE,1
1961,bronze,IN,1
1962,bronze,UK,1
1963,bronze,US,1
1964,bronze,AU,1
1965,silver,US,1
1966,bronze,AU,1
1967,bronze,IN,1
1968,gold,AU,1
1969,bronze,CA,1
1970,bronze,UK,1
1971,bronze,CA,0
1972,silver,UK,1
1973,bronze,DE,1
1974,platinum,IN,1
1975,bronze,IN,1
1976,bronze,UK,1
1977,gold,AU,1
1978,silver,AU,1
1979,gold,CA,1
1980,silver,AU,1
1981,silver,US,1
1982,bronze,IN,1
1983,bronze,DE,1
1984,silver,DE,1
1985,bronze,IN,1
1986,bronze,AU,1
1987,platinum,IN,1
1988,bronze,US,1
1989,platinum,AU,1
1990,bronze,CA,1
1991,bronze,UK,1
1992,bronze,IN,1
1993,bronze,CA,1
1994,silver,US,1
1995,bronze,DE,1
1996,bronze,DE,1
1997,silver,DE,1
1998,bronze,DE,1
1999,bronze,CA,1
2000,bronze,CA,1
2001,gold,US,1
2002,silver,CA,1
2003,bronze,DE,1
2004,silver,DE,1
2005,bronze,US,1
2006,silver,AU,1
2007,bronze,CA,1
2008,bronze,IN,1
2009,bronze,UK,0
2010,silver,IN,0
2011,bronze,DE,1
2012,silver,IN,1
2013,bronze,US,1
2014,bronze,DE,0
2015,bronze,AU,1
2016,silver,CA,1
2017,silver,US,1
2018,silver,US,1
2019,gold,DE,1
2020,bronze,AU,1
2021,silver,AU,1
2022,silver,DE,0
2023,silver,AU,1
2024,bronze,CA,0
2025,silver,IN,1
2026,gold,IN,1
2027,bronze,UK,0
2028,bronze,DE,1
2029,silver,DE,1
2030,silver,US,1
2031,gold,DE,1
2032,platinum,DE,1
2033,platinum,US,1
2034,platinum,US,1
2035,gold,US,1
2036,bronze,IN,1
2037,silver,DE,1
2038,platinum,US,1
2039,bronze,IN,1
2040,gold,AU,1
2041,bronze,DE,1
2042,bronze,IN,1
2043,bronze,CA,1
2044,silver,UK,1
2045,silver,IN,1
2046,bronze,CA,1
2047,bronze,DE,0
2048,silver,UK,1
2049,silver,US,1
2050,bronze,DE,1
2051,gold,UK,1
2052,silver,CA,1
2053,silver,DE,1
2054,silver,US,1
2055,bronze,CA,1
2056,gold,DE,1
2057,gold,UK,1
2058,silver,IN,1
2059,bronze,AU,1
2060,bronze,AU,1
2061,platinum,IN,1
2062,silver,DE,1
2063,silver,UK,1
2064,silver,DE,1
2065,bronze,DE,1
2066,silver,AU,1
2067,bronze,IN,1
2068,silver,UK,1
2069,silver,US,1
2070,gold,CA,1
2071,silver,US,1
2072,silver,IN,1
2073,bronze,AU,0
2074,bronze,IN,0
2075,bronze,US,1
2076,silver,UK,1
2077,platinum,CA,1
2078,bronze,CA,1
2079,bronze,UK,1
2080,silver,DE,1
2081,bronze,IN,1
2082,gold,DE,1
2083,silver,CA,0
2084,gold,CA,1
2085,gold,UK,1
2086,bronze,IN,1
2087,silver,IN,1
2088,bronze,UK,1
2089,bronze,IN,1
2090,silver,IN,1
2091,silver,CA,1
2092,platinum,AU,1
2093,gold,UK,1
2094,bronze,AU,1
2095,platinum,DE,1
2096,bronze,IN,1
2097,gold,US,0
2098,bronze,UK,1
2099,gold,US,1
2100,bronze,AU,0
2101,silver,AU,1
2102,bronze,IN,1
2103,silver,AU,0
2104,platinum,UK,1
2105,gold,US,1
2106,silver,AU,1
2107,gold,CA,1
2108,silver,CA,1
2109,silver,UK,1
2110,bronze,UK,1
2111,silver,CA,1
2112,bronze,IN,1
2113,platinum,CA,1
2114,bronze,AU,0
2115,gold,DE,1
2116,silver,IN,1
2117,bronze,UK,1
2118,silver,DE,0
2119,bronze,AU,1
2120,bronze,US,1
2121,silver,US,1
2122,gold,CA,1
2123,silver,AU,1
2124,bronze,US,1
2125,gold,CA,1
2126,bronze,UK,1
2127,gold,CA,1
2128,bronze,DE,1
2129,bronze,UK,1
2130,bronze,CA,1
2131,bronze,CA,1
2132,bronze,DE,1
2133,gold,UK,1
2134,silver,CA,1
2135,bronze,DE,1
2136,bronze,DE,1
2137,silver,US,1
2138,bronze,UK,1
2139,gold,US,1
2140,bronze,DE,1
2141,silver,IN,1
2142,bronze,DE,1
2143,platinum,IN,1
2144,silver,AU,1
2145,bronze,UK,0
2146,platinum,IN,1
2147,gold,IN,1
2148,bronze,UK,1
2149,gold,US,1
2150,bronze,IN,1
2151,silver,IN,1
2152,gold,CA,0
2153,gold,DE,1
2154,bronze,DE,1
2155,silver,CA,1
2156,gold,UK,1
2157,silver,US,1
2158,bronze,AU,1
2159,bronze,AU,1
2160,bronze,US,1
2161,gold,US,1
2162,bronze,DE,1
2163,silver,US,1
2164,bronze,US,1
2165,bronze,DE,1
2166,gold,US,1
2167,bronze,DE,1
2168,bronze,DE,1
2169,bronze,DE,1
2170,silver,CA,1
2171,bronze,DE,1
2172,bronze,UK,1
2173,bronze,DE,1
2174,bronze,UK,1
2175,silver,CA,1
2176,bronze,UK,1
2177,bronze,AU,1
2178,bronze,UK,1
2179,silver,IN,1
2180,silver,CA,0
2181,gold,UK,1
2182,gold,US,1
2183,platinum,CA,1
2184,bronze,DE,1
2185,bronze,AU,1
2186,silver,CA,1
2187,bronze,DE,1
2188,bronze,IN,1
2189,bronze,CA,0
2190,gold,UK,1
2191,bronze,AU,1
2192,bronze,US,1
2193,silver,DE,0
2194,gold,CA,1
2195,silver,AU,1
2196,bronze,US,1
2197,bronze,DE,1
2198,bronze,US,1
2199,bronze,IN,1
2200,silver,AU,1
2201,silver,DE,1
2202,silver,US,1
2203,bronze,UK,1
2204,gold,UK,1
2205,platinum,DE,1
2206,silver,AU,1
2207,silver,IN,1
2208,silver,US,1
2209,bronze,DE,1
2210,bronze,IN,1
2211,gold,CA,1
2212,bronze,DE,1
2213,silver,CA,1
2214,bronze,CA,1
2215,bronze,US,0
2216,bronze,US,1
2217,bronze,AU,1
2218,bronze,CA,1
2219,gold,IN,1
2220,bronze,CA,1
2221,silver,IN,1
2222,bronze,DE,1
2223,bronze,DE,1
2224,bronze,CA,1
2225,bronze,US,1
2226,bronze,DE,1
2227,bronze,US,1
2228,bronze,AU,1
2229,silver,CA,0
2230,silver,US,1
2231,silver,UK,1
