order_id,customer_id,order_date,amount,status,payment_mode,source_system,db_sync_ts
62167,10853,2025-11-05 13:00:00,105.37,pending,card,web,2026-02-16
1791,14075,2025-11-24 04:00:00,110.98,completed,upi,web,2026-02-16
31309,13570,2025-03-14 10:00:00,307.04,completed,upi,partner_portal,2026-02-16
58623,44121,2025-06-19 17:00:00,233.73,pending,card,crm,2026-02-16
68238,11278,2026-01-28 23:00:00,159.45,completed,bank_transfer,partner_portal,2026-02-16
103632,24130,2025-03-21 15:00:00,37.89,completed,wallet,web,2026-02-16
14405,5683,2025-01-17 12:00:00,108.14,completed,card,partner_portal,2026-02-16
56489,29997,2025-05-17 03:00:00,55.61,completed,card,web,2026-02-16
10018,25116,2025-08-21 06:00:00,255.25,completed,card,web,2026-02-16
96506,33983,2025-09-18 18:00:00,149.25,completed,upi,web,2026-02-16
86472,36047,2025-11-24 14:00:00,68.24,pending,card,crm,2026-02-16
52594,38413,2025-01-19 02:00:00,204.69,completed,upi,web,2026-02-16
27503,22646,2025-02-03 15:00:00,249.16,pending,card,partner_portal,2026-02-16
64507,4308,2025-01-11 10:00:00,226.23,completed,upi,crm,2026-02-16
51627,27687,2025-06-01 10:00:00,80.07,cancelled,bank_transfer,crm,2026-02-16
110741,45405,2025-06-10 15:00:00,120.6,pending,bank_transfer,web,2026-02-16
49881,2397,2025-05-18 22:00:00,163.07,pending,card,crm,2026-02-16
37961,8705,2025-10-28 13:00:00,142.46,pending,card,web,2026-02-16
31956,32504,2025-04-19 00:00:00,158.06,completed,wallet,crm,2026-02-16
50531,36339,2025-03-01 00:00:00,135.9,completed,card,web,2026-02-16
99114,29107,2025-09-17 12:00:00,101.53,completed,bank_transfer,web,2026-02-16
27708,26237,2026-02-08 09:00:00,28.73,pending,upi,crm,2026-02-16
96686,47090,2025-08-25 06:00:00,136.32,completed,card,web,2026-02-16
88939,32876,2025-10-19 17:00:00,146.22,completed,bank_transfer,web,2026-02-16
4723,46165,2025-05-01 11:00:00,141.34,completed,upi,partner_portal,2026-02-16
35546,39678,2025-01-13 03:00:00,59.87,completed,card,web,2026-02-16
36404,29975,2025-05-28 08:00:00,140.34,completed,card,crm,2026-02-16
77047,15384,2025-02-18 02:00:00,213.93,completed,wallet,web,2026-02-16
115935,48589,2025-01-20 03:00:00,186.08,completed,card,partner_portal,2026-02-16
118329,36028,2025-10-21 19:00:00,144.92,pending,upi,web,2026-02-16
49608,32189,2025-01-07 06:00:00,131.62,unknown,upi,web,2026-02-16
26245,9874,2025-01-10 10:00:00,299.82,completed,card,web,2026-02-16
3666,47872,2025-08-25 02:00:00,162.23,pending,card,web,2026-02-16
56272,29858,2026-01-23 15:00:00,168.07,completed,wallet,web,2026-02-16
75964,1627,2025-05-07 04:00:00,54.6,completed,upi,crm,2026-02-16
3741,38144,2026-01-29 18:00:00,125.04,completed,upi,web,2026-02-16
31013,18554,,124.47,completed,card,crm,2026-02-16
68501,9493,2025-03-18 15:00:00,117.07,completed,wallet,web,2026-02-16
38342,43894,2025-12-22 06:00:00,80.18,cancelled,upi,crm,2026-02-16
78479,21715,2025-05-29 07:00:00,75.15,completed,bank_transfer,web,2026-02-16
113049,10959,2025-11-04 00:00:00,455.16,completed,wallet,partner_portal,2026-02-16
55751,34096,2025-01-22 18:00:00,314.66,pending,wallet,web,2026-02-16
117430,25155,2025-10-03 14:00:00,113.69,cancelled,card,web,2026-02-16
82986,6746,2025-08-05 09:00:00,40.07,completed,upi,web,2026-02-16
83950,18359,2025-01-06 18:00:00,344.14,completed,wallet,partner_portal,2026-02-16
51190,41473,2025-10-06 04:00:00,137.52,completed,card,web,2026-02-16
99921,46024,2026-02-02 00:00:00,434.31,completed,bank_transfer,web,2026-02-16
49859,14631,2025-09-01 01:00:00,185.39,completed,upi,crm,2026-02-16
42033,3587,2025-02-26 07:00:00,161.18,completed,card,crm,2026-02-16
83254,16332,2025-12-28 21:00:00,277.93,completed,card,partner_portal,2026-02-16
72844,6234,2025-12-16 10:00:00,58.08,completed,upi,partner_portal,2026-02-16
91663,32731,2025-12-01 16:00:00,280.96,completed,card,partner_portal,2026-02-16
3140,2066,2025-01-13 16:00:00,281.68,completed,card,partner_portal,2026-02-16
84736,9878,2025-05-27 16:00:00,61.57,completed,wallet,web,2026-02-16
76684,24056,2025-06-29 06:00:00,62.69,completed,bank_transfer,web,2026-02-16
93685,27594,2025-02-18 09:00:00,81.41,completed,card,web,2026-02-16
44782,20520,2025-07-24 11:00:00,98.78,completed,card,web,2026-02-16
40959,28960,2025-05-31 22:00:00,179.55,completed,wallet,web,2026-02-16
47235,40045,2025-12-21 01:00:00,136.19,completed,bank_transfer,web,2026-02-16
20112,24580,2025-05-26 12:00:00,53.11,completed,bank_transfer,web,2026-02-16
50587,32223,2025-07-19 00:00:00,105.8,completed,card,web,2026-02-16
72642,41055,2025-02-05 18:00:00,164.55,completed,card,web,2026-02-16
13786,4986,2025-04-12 16:00:00,234.48,completed,card,web,2026-02-16
19281,46065,2025-09-19 17:00:00,210.91,completed,upi,web,2026-02-16
1285,46851,2025-08-24 03:00:00,120.6,completed,upi,partner_portal,2026-02-16
3966,42377,2025-07-11 13:00:00,214.09,completed,card,web,2026-02-16
99240,43258,2025-04-03 00:00:00,66.93,unknown,upi,crm,2026-02-16
34031,2401,2025-12-04 08:00:00,134.96,completed,card,web,2026-02-16
12139,14832,2025-12-27 21:00:00,147.91,completed,upi,web,2026-02-16
27649,25007,2025-12-20 19:00:00,87.94,cancelled,upi,crm,2026-02-16
81523,3738,2025-04-11 08:00:00,82.04,completed,card,crm,2026-02-16
47273,44699,2025-04-06 07:00:00,121.2,completed,card,partner_portal,2026-02-16
88220,27833,2025-11-25 11:00:00,145.06,completed,card,web,2026-02-16
107819,25505,2025-03-01 21:00:00,133.22,completed,card,web,2026-02-16
119734,39915,2025-03-04 20:00:00,162.85,completed,upi,crm,2026-02-16
90245,29965,2025-07-05 02:00:00,27.56,completed,wallet,crm,2026-02-16
8826,26995,2025-11-09 12:00:00,74.41,completed,card,web,2026-02-16
59228,34241,2025-03-15 22:00:00,35.56,completed,bank_transfer,crm,2026-02-16
26208,5080,2025-01-11 07:00:00,55.12,pending,card,web,2026-02-16
82824,28965,2025-11-16 22:00:00,165.67,cancelled,bank_transfer,partner_portal,2026-02-16
27830,33884,2025-08-02 03:00:00,362.32,completed,bank_transfer,web,2026-02-16
67978,35962,2025-09-03 02:00:00,85.89,completed,card,web,2026-02-16
109312,9044,2025-01-08 05:00:00,276.96,completed,wallet,partner_portal,2026-02-16
104965,13223,2025-12-29 11:00:00,159.9,completed,card,crm,2026-02-16
68926,36808,2025-06-07 17:00:00,65.12,cancelled,card,crm,2026-02-16
72856,6919,2025-02-25 10:00:00,105.89,completed,card,web,2026-02-16
105004,2137,2025-03-15 04:00:00,33.26,completed,upi,web,2026-02-16
416,25598,2025-10-07 12:00:00,381.09,completed,card,web,2026-02-16
2135,31963,2025-05-10 14:00:00,210.07,completed,card,web,2026-02-16
67189,26218,2025-09-25 02:00:00,120.41,unknown,card,web,2026-02-16
5254,16108,2025-11-28 10:00:00,166.73,completed,card,partner_portal,2026-02-16
64590,37493,2025-10-16 18:00:00,140.2,completed,upi,web,2026-02-16
10731,14975,2026-02-08 06:00:00,19.01,completed,card,partner_portal,2026-02-16
94912,23003,2025-03-11 06:00:00,118.23,completed,wallet,partner_portal,2026-02-16
112536,22115,2026-01-03 06:00:00,112.73,completed,wallet,web,2026-02-16
13813,28077,2025-10-04 18:00:00,221.17,cancelled,upi,partner_portal,2026-02-16
6843,11879,2025-07-21 03:00:00,,completed,card,web,2026-02-16
93619,26094,2026-01-27 09:00:00,30.46,completed,bank_transfer,crm,2026-02-16
